keggEntryID	geneSymbol	pathwayEntry	pathwayName	pathwayClass	type
39	ACAT2	hsa00280	Valine, leucine and isoleucine degradation	Metabolism; Amino acid metabolism	gene
38	ACAT1	hsa00280	Valine, leucine and isoleucine degradation	Metabolism; Amino acid metabolism	gene
3157	HMGCS1	hsa00280	Valine, leucine and isoleucine degradation	Metabolism; Amino acid metabolism	gene
3158	HMGCS2	hsa00280	Valine, leucine and isoleucine degradation	Metabolism; Amino acid metabolism	gene
10993	SDS	hsa00290	Valine, leucine and isoleucine biosynthesis	Metabolism; Amino acid metabolism	gene
113675	SDSL	hsa00290	Valine, leucine and isoleucine biosynthesis	Metabolism; Amino acid metabolism	gene
587	BCAT2	hsa00290	Valine, leucine and isoleucine biosynthesis	Metabolism; Amino acid metabolism	gene
586	BCAT1	hsa00290	Valine, leucine and isoleucine biosynthesis	Metabolism; Amino acid metabolism	gene
10157	AASS	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	gene
501	ALDH7A1	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	gene
51166	AADAT	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	gene
55526	DHTKD1	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	gene
1743	DLST	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	gene
1738	DLD	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	gene
2639	GCDH	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	gene
3030	HADHA	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	gene
1962	EHHADH	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	gene
1892	ECHS1	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	gene
3033	HADH	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	gene
39	ACAT2	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	gene
38	ACAT1	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	gene
123688	HYKK	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	gene
85007	PHYKPL	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	gene
51268	PIPOX	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	gene
79823	CAMKMT	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	gene
4297	KMT2A	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	gene
8085	KMT2D	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	gene
58508	KMT2C	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	gene
9757	KMT2B	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	gene
55904	KMT2E	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	gene
23067	SETD1B	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	gene
9739	SETD1A	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	gene
80854	SETD7	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	gene
56979	PRDM9	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	gene
11105	PRDM7	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	gene
55870	ASH1L	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	gene
150572	SMYD1	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	gene
56950	SMYD2	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	gene
64754	SMYD3	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	gene
6839	SUV39H1	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	gene
79723	SUV39H2	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	gene
10919	EHMT2	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	gene
79813	EHMT1	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	gene
9869	SETDB1	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	gene
83852	SETDB2	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	gene
7799	PRDM2	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	gene
2145	EZH1	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	gene
2146	EZH2	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	gene
6419	SETMAR	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	gene
64324	NSD1	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	gene
7468	NSD2	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	gene
54904	NSD3	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	gene
29072	SETD2	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	gene
84444	DOT1L	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	gene
387893	KMT5A	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	gene
93166	PRDM6	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	gene
84787	KMT5C	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	gene
51111	KMT5B	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	gene
2122	MECOM	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	gene
63976	PRDM16	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	gene
55217	TMLHE	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	gene
217	ALDH2	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	gene
224	ALDH3A2	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	gene
219	ALDH1B1	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	gene
223	ALDH9A1	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	gene
8424	BBOX1	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	gene
5351	PLOD1	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	gene
5352	PLOD2	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	gene
8985	PLOD3	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	gene
79709	COLGALT1	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	gene
23127	COLGALT2	hsa00310	Lysine degradation	Metabolism; Amino acid metabolism	gene
5009	OTC	hsa00220	Arginine biosynthesis	Metabolism; Amino acid metabolism	gene
445	ASS1	hsa00220	Arginine biosynthesis	Metabolism; Amino acid metabolism	gene
435	ASL	hsa00220	Arginine biosynthesis	Metabolism; Amino acid metabolism	gene
384	ARG2	hsa00220	Arginine biosynthesis	Metabolism; Amino acid metabolism	gene
383	ARG1	hsa00220	Arginine biosynthesis	Metabolism; Amino acid metabolism	gene
4842	NOS1	hsa00220	Arginine biosynthesis	Metabolism; Amino acid metabolism	gene
4843	NOS2	hsa00220	Arginine biosynthesis	Metabolism; Amino acid metabolism	gene
4846	NOS3	hsa00220	Arginine biosynthesis	Metabolism; Amino acid metabolism	gene
27165	GLS2	hsa00220	Arginine biosynthesis	Metabolism; Amino acid metabolism	gene
2744	GLS	hsa00220	Arginine biosynthesis	Metabolism; Amino acid metabolism	gene
2752	GLUL	hsa00220	Arginine biosynthesis	Metabolism; Amino acid metabolism	gene
2747	GLUD2	hsa00220	Arginine biosynthesis	Metabolism; Amino acid metabolism	gene
2746	GLUD1	hsa00220	Arginine biosynthesis	Metabolism; Amino acid metabolism	gene
1373	CPS1	hsa00220	Arginine biosynthesis	Metabolism; Amino acid metabolism	gene
2805	GOT1	hsa00220	Arginine biosynthesis	Metabolism; Amino acid metabolism	gene
137362	GOT1L1	hsa00220	Arginine biosynthesis	Metabolism; Amino acid metabolism	gene
2806	GOT2	hsa00220	Arginine biosynthesis	Metabolism; Amino acid metabolism	gene
84706	GPT2	hsa00220	Arginine biosynthesis	Metabolism; Amino acid metabolism	gene
2875	GPT	hsa00220	Arginine biosynthesis	Metabolism; Amino acid metabolism	gene
162417	NAGS	hsa00220	Arginine biosynthesis	Metabolism; Amino acid metabolism	gene
95	ACY1	hsa00220	Arginine biosynthesis	Metabolism; Amino acid metabolism	gene
100526760	ABHD14A-ACY1	hsa00220	Arginine biosynthesis	Metabolism; Amino acid metabolism	gene
2628	GATM	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	gene
2593	GAMT	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	gene
1158	CKM	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	gene
548596	CKMT1A	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	gene
1160	CKMT2	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	gene
1152	CKB	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	gene
1159	CKMT1B	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	gene
113451	AZIN2	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	gene
79814	AGMAT	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	gene
4953	ODC1	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	gene
6723	SRM	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	gene
6611	SMS	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	gene
262	AMD1	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	gene
26	AOC1	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	gene
54498	SMOX	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	gene
217	ALDH2	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	gene
224	ALDH3A2	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	gene
219	ALDH1B1	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	gene
501	ALDH7A1	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	gene
223	ALDH9A1	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	gene
84735	CNDP1	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	gene
55748	CNDP2	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	gene
57571	CARNS1	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	gene
112483	SAT2	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	gene
6303	SAT1	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	gene
4129	MAOB	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	gene
4128	MAOA	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	gene
4842	NOS1	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	gene
4843	NOS2	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	gene
4846	NOS3	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	gene
384	ARG2	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	gene
383	ARG1	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	gene
4942	OAT	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	gene
65263	PYCR3	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	gene
29920	PYCR2	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	gene
5831	PYCR1	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	gene
5625	PRODH	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	gene
102724788	proline dehydrogenase 1, mitochondrial [KO:K00318] [EC:1.5.5.2]	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	gene
8659	ALDH4A1	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	gene
5832	ALDH18A1	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	gene
51056	LAP3	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	gene
8974	P4HA2	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	gene
283208	P4HA3	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	gene
5033	P4HA1	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	gene
58510	PRODH2	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	gene
2805	GOT1	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	gene
137362	GOT1L1	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	gene
2806	GOT2	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	gene
112817	HOGA1	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	gene
1610	DAO	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	gene
112849	L3HYPDH	hsa00330	Arginine and proline metabolism	Metabolism; Amino acid metabolism	gene
3034	HAL	hsa00340	Histidine metabolism	Metabolism; Amino acid metabolism	gene
131669	UROC1	hsa00340	Histidine metabolism	Metabolism; Amino acid metabolism	gene
144193	AMDHD1	hsa00340	Histidine metabolism	Metabolism; Amino acid metabolism	gene
10841	FTCD	hsa00340	Histidine metabolism	Metabolism; Amino acid metabolism	gene
3067	HDC	hsa00340	Histidine metabolism	Metabolism; Amino acid metabolism	gene
26	AOC1	hsa00340	Histidine metabolism	Metabolism; Amino acid metabolism	gene
217	ALDH2	hsa00340	Histidine metabolism	Metabolism; Amino acid metabolism	gene
224	ALDH3A2	hsa00340	Histidine metabolism	Metabolism; Amino acid metabolism	gene
219	ALDH1B1	hsa00340	Histidine metabolism	Metabolism; Amino acid metabolism	gene
501	ALDH7A1	hsa00340	Histidine metabolism	Metabolism; Amino acid metabolism	gene
223	ALDH9A1	hsa00340	Histidine metabolism	Metabolism; Amino acid metabolism	gene
443	ASPA	hsa00340	Histidine metabolism	Metabolism; Amino acid metabolism	gene
3176	HNMT	hsa00340	Histidine metabolism	Metabolism; Amino acid metabolism	gene
4129	MAOB	hsa00340	Histidine metabolism	Metabolism; Amino acid metabolism	gene
4128	MAOA	hsa00340	Histidine metabolism	Metabolism; Amino acid metabolism	gene
221	ALDH3B1	hsa00340	Histidine metabolism	Metabolism; Amino acid metabolism	gene
222	ALDH3B2	hsa00340	Histidine metabolism	Metabolism; Amino acid metabolism	gene
218	ALDH3A1	hsa00340	Histidine metabolism	Metabolism; Amino acid metabolism	gene
57571	CARNS1	hsa00340	Histidine metabolism	Metabolism; Amino acid metabolism	gene
138199	CARNMT1	hsa00340	Histidine metabolism	Metabolism; Amino acid metabolism	gene
55748	CNDP2	hsa00340	Histidine metabolism	Metabolism; Amino acid metabolism	gene
84735	CNDP1	hsa00340	Histidine metabolism	Metabolism; Amino acid metabolism	gene
2805	GOT1	hsa00350	Tyrosine metabolism	Metabolism; Amino acid metabolism	gene
137362	GOT1L1	hsa00350	Tyrosine metabolism	Metabolism; Amino acid metabolism	gene
2806	GOT2	hsa00350	Tyrosine metabolism	Metabolism; Amino acid metabolism	gene
6898	TAT	hsa00350	Tyrosine metabolism	Metabolism; Amino acid metabolism	gene
259307	IL4I1	hsa00350	Tyrosine metabolism	Metabolism; Amino acid metabolism	gene
3242	HPD	hsa00350	Tyrosine metabolism	Metabolism; Amino acid metabolism	gene
3081	HGD	hsa00350	Tyrosine metabolism	Metabolism; Amino acid metabolism	gene
2954	GSTZ1	hsa00350	Tyrosine metabolism	Metabolism; Amino acid metabolism	gene
2184	FAH	hsa00350	Tyrosine metabolism	Metabolism; Amino acid metabolism	gene
7299	TYR	hsa00350	Tyrosine metabolism	Metabolism; Amino acid metabolism	gene
7054	TH	hsa00350	Tyrosine metabolism	Metabolism; Amino acid metabolism	gene
1638	DCT	hsa00350	Tyrosine metabolism	Metabolism; Amino acid metabolism	gene
7306	TYRP1	hsa00350	Tyrosine metabolism	Metabolism; Amino acid metabolism	gene
1644	DDC	hsa00350	Tyrosine metabolism	Metabolism; Amino acid metabolism	gene
1621	DBH	hsa00350	Tyrosine metabolism	Metabolism; Amino acid metabolism	gene
5409	PNMT	hsa00350	Tyrosine metabolism	Metabolism; Amino acid metabolism	gene
1312	COMT	hsa00350	Tyrosine metabolism	Metabolism; Amino acid metabolism	gene
220074	LRTOMT	hsa00350	Tyrosine metabolism	Metabolism; Amino acid metabolism	gene
4129	MAOB	hsa00350	Tyrosine metabolism	Metabolism; Amino acid metabolism	gene
4128	MAOA	hsa00350	Tyrosine metabolism	Metabolism; Amino acid metabolism	gene
8639	AOC3	hsa00350	Tyrosine metabolism	Metabolism; Amino acid metabolism	gene
314	AOC2	hsa00350	Tyrosine metabolism	Metabolism; Amino acid metabolism	gene
221	ALDH3B1	hsa00350	Tyrosine metabolism	Metabolism; Amino acid metabolism	gene
222	ALDH3B2	hsa00350	Tyrosine metabolism	Metabolism; Amino acid metabolism	gene
218	ALDH3A1	hsa00350	Tyrosine metabolism	Metabolism; Amino acid metabolism	gene
124	ADH1A	hsa00350	Tyrosine metabolism	Metabolism; Amino acid metabolism	gene
125	ADH1B	hsa00350	Tyrosine metabolism	Metabolism; Amino acid metabolism	gene
126	ADH1C	hsa00350	Tyrosine metabolism	Metabolism; Amino acid metabolism	gene
131	ADH7	hsa00350	Tyrosine metabolism	Metabolism; Amino acid metabolism	gene
127	ADH4	hsa00350	Tyrosine metabolism	Metabolism; Amino acid metabolism	gene
128	ADH5	hsa00350	Tyrosine metabolism	Metabolism; Amino acid metabolism	gene
130	ADH6	hsa00350	Tyrosine metabolism	Metabolism; Amino acid metabolism	gene
7173	TPO	hsa00350	Tyrosine metabolism	Metabolism; Amino acid metabolism	gene
316	AOX1	hsa00350	Tyrosine metabolism	Metabolism; Amino acid metabolism	gene
81889	FAHD1	hsa00350	Tyrosine metabolism	Metabolism; Amino acid metabolism	gene
4282	MIF	hsa00350	Tyrosine metabolism	Metabolism; Amino acid metabolism	gene
5053	PAH	hsa00360	Phenylalanine metabolism	Metabolism; Amino acid metabolism	gene
1644	DDC	hsa00360	Phenylalanine metabolism	Metabolism; Amino acid metabolism	gene
8639	AOC3	hsa00360	Phenylalanine metabolism	Metabolism; Amino acid metabolism	gene
314	AOC2	hsa00360	Phenylalanine metabolism	Metabolism; Amino acid metabolism	gene
4129	MAOB	hsa00360	Phenylalanine metabolism	Metabolism; Amino acid metabolism	gene
4128	MAOA	hsa00360	Phenylalanine metabolism	Metabolism; Amino acid metabolism	gene
221	ALDH3B1	hsa00360	Phenylalanine metabolism	Metabolism; Amino acid metabolism	gene
222	ALDH3B2	hsa00360	Phenylalanine metabolism	Metabolism; Amino acid metabolism	gene
218	ALDH3A1	hsa00360	Phenylalanine metabolism	Metabolism; Amino acid metabolism	gene
2805	GOT1	hsa00360	Phenylalanine metabolism	Metabolism; Amino acid metabolism	gene
137362	GOT1L1	hsa00360	Phenylalanine metabolism	Metabolism; Amino acid metabolism	gene
2806	GOT2	hsa00360	Phenylalanine metabolism	Metabolism; Amino acid metabolism	gene
6898	TAT	hsa00360	Phenylalanine metabolism	Metabolism; Amino acid metabolism	gene
259307	IL4I1	hsa00360	Phenylalanine metabolism	Metabolism; Amino acid metabolism	gene
3242	HPD	hsa00360	Phenylalanine metabolism	Metabolism; Amino acid metabolism	gene
4282	MIF	hsa00360	Phenylalanine metabolism	Metabolism; Amino acid metabolism	gene
10249	GLYAT	hsa00360	Phenylalanine metabolism	Metabolism; Amino acid metabolism	gene
6999	TDO2	hsa00380	Tryptophan metabolism	Metabolism; Amino acid metabolism	gene
3620	IDO1	hsa00380	Tryptophan metabolism	Metabolism; Amino acid metabolism	gene
169355	IDO2	hsa00380	Tryptophan metabolism	Metabolism; Amino acid metabolism	gene
125061	AFMID	hsa00380	Tryptophan metabolism	Metabolism; Amino acid metabolism	gene
8564	KMO	hsa00380	Tryptophan metabolism	Metabolism; Amino acid metabolism	gene
8942	KYNU	hsa00380	Tryptophan metabolism	Metabolism; Amino acid metabolism	gene
23498	HAAO	hsa00380	Tryptophan metabolism	Metabolism; Amino acid metabolism	gene
130013	ACMSD	hsa00380	Tryptophan metabolism	Metabolism; Amino acid metabolism	gene
64577	ALDH8A1	hsa00380	Tryptophan metabolism	Metabolism; Amino acid metabolism	gene
55526	DHTKD1	hsa00380	Tryptophan metabolism	Metabolism; Amino acid metabolism	gene
1743	DLST	hsa00380	Tryptophan metabolism	Metabolism; Amino acid metabolism	gene
1738	DLD	hsa00380	Tryptophan metabolism	Metabolism; Amino acid metabolism	gene
2639	GCDH	hsa00380	Tryptophan metabolism	Metabolism; Amino acid metabolism	gene
3030	HADHA	hsa00380	Tryptophan metabolism	Metabolism; Amino acid metabolism	gene
1962	EHHADH	hsa00380	Tryptophan metabolism	Metabolism; Amino acid metabolism	gene
1892	ECHS1	hsa00380	Tryptophan metabolism	Metabolism; Amino acid metabolism	gene
3033	HADH	hsa00380	Tryptophan metabolism	Metabolism; Amino acid metabolism	gene
39	ACAT2	hsa00380	Tryptophan metabolism	Metabolism; Amino acid metabolism	gene
38	ACAT1	hsa00380	Tryptophan metabolism	Metabolism; Amino acid metabolism	gene
56267	KYAT3	hsa00380	Tryptophan metabolism	Metabolism; Amino acid metabolism	gene
883	KYAT1	hsa00380	Tryptophan metabolism	Metabolism; Amino acid metabolism	gene
51166	AADAT	hsa00380	Tryptophan metabolism	Metabolism; Amino acid metabolism	gene
121278	TPH2	hsa00380	Tryptophan metabolism	Metabolism; Amino acid metabolism	gene
7166	TPH1	hsa00380	Tryptophan metabolism	Metabolism; Amino acid metabolism	gene
1644	DDC	hsa00380	Tryptophan metabolism	Metabolism; Amino acid metabolism	gene
4129	MAOB	hsa00380	Tryptophan metabolism	Metabolism; Amino acid metabolism	gene
4128	MAOA	hsa00380	Tryptophan metabolism	Metabolism; Amino acid metabolism	gene
217	ALDH2	hsa00380	Tryptophan metabolism	Metabolism; Amino acid metabolism	gene
224	ALDH3A2	hsa00380	Tryptophan metabolism	Metabolism; Amino acid metabolism	gene
219	ALDH1B1	hsa00380	Tryptophan metabolism	Metabolism; Amino acid metabolism	gene
501	ALDH7A1	hsa00380	Tryptophan metabolism	Metabolism; Amino acid metabolism	gene
223	ALDH9A1	hsa00380	Tryptophan metabolism	Metabolism; Amino acid metabolism	gene
316	AOX1	hsa00380	Tryptophan metabolism	Metabolism; Amino acid metabolism	gene
438	ASMT	hsa00380	Tryptophan metabolism	Metabolism; Amino acid metabolism	gene
15	AANAT	hsa00380	Tryptophan metabolism	Metabolism; Amino acid metabolism	gene
1543	CYP1A1	hsa00380	Tryptophan metabolism	Metabolism; Amino acid metabolism	gene
1544	CYP1A2	hsa00380	Tryptophan metabolism	Metabolism; Amino acid metabolism	gene
1545	CYP1B1	hsa00380	Tryptophan metabolism	Metabolism; Amino acid metabolism	gene
11185	INMT	hsa00380	Tryptophan metabolism	Metabolism; Amino acid metabolism	gene
259307	IL4I1	hsa00380	Tryptophan metabolism	Metabolism; Amino acid metabolism	gene
26	AOC1	hsa00380	Tryptophan metabolism	Metabolism; Amino acid metabolism	gene
847	CAT	hsa00380	Tryptophan metabolism	Metabolism; Amino acid metabolism	gene
2805	GOT1	hsa00400	Phenylalanine, tyrosine and tryptophan biosynthesis	Metabolism; Amino acid metabolism	gene
137362	GOT1L1	hsa00400	Phenylalanine, tyrosine and tryptophan biosynthesis	Metabolism; Amino acid metabolism	gene
2806	GOT2	hsa00400	Phenylalanine, tyrosine and tryptophan biosynthesis	Metabolism; Amino acid metabolism	gene
6898	TAT	hsa00400	Phenylalanine, tyrosine and tryptophan biosynthesis	Metabolism; Amino acid metabolism	gene
259307	IL4I1	hsa00400	Phenylalanine, tyrosine and tryptophan biosynthesis	Metabolism; Amino acid metabolism	gene
5053	PAH	hsa00400	Phenylalanine, tyrosine and tryptophan biosynthesis	Metabolism; Amino acid metabolism	gene
339896	GADL1	hsa00410	beta-Alanine metabolism	Metabolism; Metabolism of other amino acids	gene
2571	GAD1	hsa00410	beta-Alanine metabolism	Metabolism; Metabolism of other amino acids	gene
2572	GAD2	hsa00410	beta-Alanine metabolism	Metabolism; Metabolism of other amino acids	gene
84735	CNDP1	hsa00410	beta-Alanine metabolism	Metabolism; Metabolism of other amino acids	gene
57571	CARNS1	hsa00410	beta-Alanine metabolism	Metabolism; Metabolism of other amino acids	gene
55748	CNDP2	hsa00410	beta-Alanine metabolism	Metabolism; Metabolism of other amino acids	gene
18	ABAT	hsa00410	beta-Alanine metabolism	Metabolism; Metabolism of other amino acids	gene
54498	SMOX	hsa00410	beta-Alanine metabolism	Metabolism; Metabolism of other amino acids	gene
8639	AOC3	hsa00410	beta-Alanine metabolism	Metabolism; Metabolism of other amino acids	gene
314	AOC2	hsa00410	beta-Alanine metabolism	Metabolism; Metabolism of other amino acids	gene
217	ALDH2	hsa00410	beta-Alanine metabolism	Metabolism; Metabolism of other amino acids	gene
224	ALDH3A2	hsa00410	beta-Alanine metabolism	Metabolism; Metabolism of other amino acids	gene
219	ALDH1B1	hsa00410	beta-Alanine metabolism	Metabolism; Metabolism of other amino acids	gene
501	ALDH7A1	hsa00410	beta-Alanine metabolism	Metabolism; Metabolism of other amino acids	gene
223	ALDH9A1	hsa00410	beta-Alanine metabolism	Metabolism; Metabolism of other amino acids	gene
221	ALDH3B1	hsa00410	beta-Alanine metabolism	Metabolism; Metabolism of other amino acids	gene
222	ALDH3B2	hsa00410	beta-Alanine metabolism	Metabolism; Metabolism of other amino acids	gene
218	ALDH3A1	hsa00410	beta-Alanine metabolism	Metabolism; Metabolism of other amino acids	gene
1806	DPYD	hsa00410	beta-Alanine metabolism	Metabolism; Metabolism of other amino acids	gene
1807	DPYS	hsa00410	beta-Alanine metabolism	Metabolism; Metabolism of other amino acids	gene
51733	UPB1	hsa00410	beta-Alanine metabolism	Metabolism; Metabolism of other amino acids	gene
26275	HIBCH	hsa00410	beta-Alanine metabolism	Metabolism; Metabolism of other amino acids	gene
3030	HADHA	hsa00410	beta-Alanine metabolism	Metabolism; Metabolism of other amino acids	gene
1962	EHHADH	hsa00410	beta-Alanine metabolism	Metabolism; Metabolism of other amino acids	gene
1892	ECHS1	hsa00410	beta-Alanine metabolism	Metabolism; Metabolism of other amino acids	gene
35	ACADS	hsa00410	beta-Alanine metabolism	Metabolism; Metabolism of other amino acids	gene
8310	ACOX3	hsa00410	beta-Alanine metabolism	Metabolism; Metabolism of other amino acids	gene
51	ACOX1	hsa00410	beta-Alanine metabolism	Metabolism; Metabolism of other amino acids	gene
23417	MLYCD	hsa00410	beta-Alanine metabolism	Metabolism; Metabolism of other amino acids	gene
4329	ALDH6A1	hsa00410	beta-Alanine metabolism	Metabolism; Metabolism of other amino acids	gene
1036	CDO1	hsa00430	Taurine and hypotaurine metabolism	Metabolism; Metabolism of other amino acids	gene
2571	GAD1	hsa00430	Taurine and hypotaurine metabolism	Metabolism; Metabolism of other amino acids	gene
2572	GAD2	hsa00430	Taurine and hypotaurine metabolism	Metabolism; Metabolism of other amino acids	gene
51380	CSAD	hsa00430	Taurine and hypotaurine metabolism	Metabolism; Metabolism of other amino acids	gene
339896	GADL1	hsa00430	Taurine and hypotaurine metabolism	Metabolism; Metabolism of other amino acids	gene
84890	ADO	hsa00430	Taurine and hypotaurine metabolism	Metabolism; Metabolism of other amino acids	gene
2686	GGT7	hsa00430	Taurine and hypotaurine metabolism	Metabolism; Metabolism of other amino acids	gene
124975	GGT6	hsa00430	Taurine and hypotaurine metabolism	Metabolism; Metabolism of other amino acids	gene
2678	GGT1	hsa00430	Taurine and hypotaurine metabolism	Metabolism; Metabolism of other amino acids	gene
2687	GGT5	hsa00430	Taurine and hypotaurine metabolism	Metabolism; Metabolism of other amino acids	gene
570	BAAT	hsa00430	Taurine and hypotaurine metabolism	Metabolism; Metabolism of other amino acids	gene
5833	PCYT2	hsa00440	Phosphonate and phosphinate metabolism	Metabolism; Metabolism of other amino acids	gene
